listing_age_days,listing_longevity_ratio,salary_missing,repost_count,role_recycling_score,hiring_velocity,open_close_ratio,job_id,title,company,industry,location,posted_date,source,listing_age_days,salary_missing,status,seniority,raw_description_snippet
0.016483516483516484,0.016483425915242225,1.0,0.0,0.0,-0.01894736842105263,0.0013697283774124376,7FA1771F,Data Scientist / Senior Data Scientist,RHC India,IT Jobs,"Ahmedabad, Gujarat",2026-02-22,adzuna,0.016483516483516484,1.0,open,Senior,"Job Title: Data Scientist / Senior Data Scientist Job Location: Ahmedabad (Onsite) Shift Time: 2:00 PM – 11:00 PM (5 days/week) Experience Required: 3–5 Years About the Role We are currently looking for a Data Scientist/Senior Data Scientist to maintain, enhance, and further develop our Data Science"
0.019230769230769232,0.019236158043087676,1.0,0.0,0.0,-0.01894736842105263,0.0016681558255897068,4E0DE9F3,Data Scientist,Entiovi Technologies,IT Jobs,"Kolkata, West Bengal",2026-02-21,adzuna,0.019230769230769232,1.0,open,Mid-level,Company Description We at Entiovi Technologies provide digital transformation using new-age intelligent technologies for more than 9 years. We are looking for an experienced professional to join our team: Responsibilities 3-7 years of experience as a Data Scientist. Work closely with clients to unde
0.11538461538461539,0.11538398140669558,1.0,2.4166666666666665,1.000100010001,0.5789473684210527,0.012091672623302359,E819C670,Data Scientist,ADM,IT Jobs,"Bangalore, Karnataka",2026-01-17,adzuna,0.11538461538461539,1.0,open,Mid-level,"Data Scientist Bengaluru, India Position Summary: The Data Scientist will lead the development of data-driven solutions by leveraging traditional data science techniques and recent advancements in Generative AI to bring value to ADM. The role is integral to the Digital & Innovation team, driving rap"
0.0027472527472527475,0.0027527321278454507,1.0,2.4166666666666665,1.000100010001,0.5789473684210527,-0.00011883488205861339,AF646CF1,Data Scientist,ADM,IT Jobs,"Vadodara, Gujarat",2026-02-27,adzuna,0.0027472527472527475,1.0,open,Mid-level,"Data Scientist Bengaluru, India Position Summary: The Data Scientist will lead the development of data-driven solutions by leveraging traditional data science techniques and recent advancements in Generative AI to bring value to ADM. The role is integral to the Digital & Innovation team, driving rap"
0.0027472527472527475,0.0027527321278454507,1.0,2.4166666666666665,1.000100010001,0.5789473684210527,-0.00011883488205861339,CAAC01AC,Data Scientist,ADM,IT Jobs,India,2026-02-27,adzuna,0.0027472527472527475,1.0,open,Mid-level,"Data Scientist Bengaluru, India Position Summary: The Data Scientist will lead the development of data-driven solutions by leveraging traditional data science techniques and recent advancements in Generative AI to bring value to ADM. The role is integral to the Digital & Innovation team, driving rap"
0.0027472527472527475,0.0027527321278454507,1.0,2.4166666666666665,1.000100010001,0.5789473684210527,-0.00011883488205861339,605E6D40,Data Scientist,ADM,IT Jobs,"Delhi, India",2026-02-27,adzuna,0.0027472527472527475,1.0,open,Mid-level,"Data Scientist Bengaluru, India Position Summary: The Data Scientist will lead the development of data-driven solutions by leveraging traditional data science techniques and recent advancements in Generative AI to bring value to ADM. The role is integral to the Digital & Innovation team, driving rap"
0.0027472527472527475,0.0027527321278454507,1.0,2.4166666666666665,1.000100010001,0.5789473684210527,-0.00011883488205861339,5438E1AC,Data Scientist,ADM,IT Jobs,"Surat, Gujarat",2026-02-27,adzuna,0.0027472527472527475,1.0,open,Mid-level,"Data Scientist Bengaluru, India Position Summary: The Data Scientist will lead the development of data-driven solutions by leveraging traditional data science techniques and recent advancements in Generative AI to bring value to ADM. The role is integral to the Digital & Innovation team, driving rap"
0.0027472527472527475,0.0027527321278454507,1.0,2.4166666666666665,1.000100010001,0.5789473684210527,-0.00011883488205861339,0C8F2C3F,Data Scientist,ADM,IT Jobs,"Coimbatore, Tamil Nadu",2026-02-27,adzuna,0.0027472527472527475,1.0,open,Mid-level,"Data Scientist Bengaluru, India Position Summary: The Data Scientist will lead the development of data-driven solutions by leveraging traditional data science techniques and recent advancements in Generative AI to bring value to ADM. The role is integral to the Digital & Innovation team, driving rap"
0.0027472527472527475,0.0027527321278454507,1.0,2.4166666666666665,1.000100010001,0.5789473684210527,-0.00011883488205861339,6CEEAA61,Data Scientist,ADM,IT Jobs,"Hyderabad, Telangana",2026-02-27,adzuna,0.0027472527472527475,1.0,open,Mid-level,"Data Scientist Bengaluru, India Position Summary: The Data Scientist will lead the development of data-driven solutions by leveraging traditional data science techniques and recent advancements in Generative AI to bring value to ADM. The role is integral to the Digital & Innovation team, driving rap"
0.0027472527472527475,0.0027527321278454507,1.0,2.4166666666666665,1.000100010001,0.5789473684210527,-0.00011883488205861339,E23102F3,Data Scientist,ADM,IT Jobs,"Bhopal, Madhya Pradesh",2026-02-27,adzuna,0.0027472527472527475,1.0,open,Mid-level,"Data Scientist Bengaluru, India Position Summary: The Data Scientist will lead the development of data-driven solutions by leveraging traditional data science techniques and recent advancements in Generative AI to bring value to ADM. The role is integral to the Digital & Innovation team, driving rap"
